variance	energy	centroid	frequency	c5	c6	c7	c8	c9	c10	target
197.34694	234.4657	2768.697	3.922779	0.19358932	0.4503095	11.634748	-0.001905173	1169.38	323.8224	sintos
220.56689	234.4657	2037.401	3.830734	0.21205567	0.3596845	10.556682	-0.002643559	633.14	323.3911	sintos
290.22676	308.0939	1756.71	3.453289	0.32241859	0.3409288	3.391079	-0.002201403	540.18	319.1329	sintos
11.5873	193.0884	1744.492	3.923204	-0.11549185	0.3546246	10.414359	-0.000518482	646.95	207.06887	sintos
34.80726	211.6877	3166.109	4.135961	0.10013688	0.4550957	10.637835	-0.000456608	571.39	298.14562	sintos
58.02721	192.9294	1992.668	3.854504	-0.05321159	0.434309	9.327841	-0.000392052	778	223.35069	sintos
81.24717	182.5266	1952.171	3.851934	-0.09035786	0.4037889	10.003334	-0.000393825	907.63	441.7179	sintos
197.34694	204.8718	1598.091	3.651145	0.04649587	0.3225718	9.386221	-0.000418345	722.15	228.69672	sintos
220.56689	204.8718	1632.55	3.652585	0.15989017	0.3364748	11.781861	-0.000411673	726.7	204.13791	sintos
290.22676	183.175	1635.867	3.601054	0.25122881	0.385081	9.012328	-0.00038118	606.42	265.30659	sintos
313.44671	198.0099	2059.111	3.765445	0.37532877	0.49984	10.296309	-0.000396728	711.45	48.40894	sintos
336.66667	222.7045	1764.578	3.680281	0.39446959	0.4098585	6.064481	-0.000449159	678.49	168.90509	sintos
359.88662	211.89	1627.715	3.868724	0.3602738	0.3616931	8.201902	-0.000599863	654.41	228.29887	sintos
383.10658	197.4393	1699.779	3.74823	0.43145255	0.4105523	7.200516	-0.000478112	636.6	212.20013	sintos
406.32653	171.7827	1772.335	3.592217	0.35474305	0.4465317	9.55317	-0.000358426	745.88	224.2824	sintos
429.54649	176.1216	2288.093	3.891193	0.45903485	0.4926272	9.265156	-0.000457758	663.71	182.6824	sintos
452.76644	182.4448	1518.199	3.615074	0.37188127	0.3727925	7.070558	-0.000491004	774.1	211.54523	sintos
475.98639	186.2423	1523.673	3.529883	0.42846052	0.3669333	6.337042	-0.000440326	581.23	286.18251	sintos
